case_id,husband_age,wife_age,marriage_duration_years,num_children,husband_monthly_income,wife_monthly_income,husband_assets,wife_assets,monthly_household_expenses,husband_education,wife_education,husband_employment,wife_employment,standard_of_living,wife_health_condition,husband_health_condition,wife_career_sacrifice,custody_with,marriage_type,divorce_type,monthly_alimony_amount,alimony_duration_months
735,44,43,19,3,85917,0,4106744,162766,37788,12th Pass,Graduate,Employed,Homemaker,Upper-Middle,Good,Good,Yes,Wife,Arranged,Contested,52097,234
736,49,51,16,2,40017,0,1213920,232799,18983,Postgraduate,Graduate,Employed,Homemaker,Middle,Good,Good,Yes,Wife,Love,Mutual Consent,33674,214
737,28,28,10,1,95350,0,3339068,698874,30816,Graduate,Postgraduate,Employed,Homemaker,Upper-Middle,Good,Good,Yes,Wife,Arranged,Mutual Consent,41436,159
738,34,35,8,2,154822,0,8386047,916340,49725,Professional Degree,Graduate,Employed,Homemaker,Upper-Middle,Good,Poor,Yes,Wife,Arranged,Mutual Consent,68061,147
739,27,28,7,3,60679,0,1723868,430253,22098,Graduate,12th Pass,Employed,Unemployed,Middle,Good,Good,Yes,Shared,Arranged,Contested,31503,114
740,42,45,1,0,38273,0,901872,19933,9782,Graduate,Graduate,Employed,Homemaker,Middle,Good,Good,Yes,N/A,Arranged,Contested,17550,73
741,60,60,26,3,195236,0,2086590,310428,97464,Professional Degree,Graduate,Self-Employed,Unemployed,Upper-Middle,Good,Good,No,Shared,Love,Mutual Consent,72261,219
742,46,45,21,4,29134,0,120262,34503,10517,Graduate,Postgraduate,Business,Homemaker,Low,Moderate,Good,Yes,Wife,Love,Mutual Consent,32901,259
743,58,59,9,0,25739,5756,118843,6790,6956,Postgraduate,12th Pass,Self-Employed,Employed,Low,Moderate,Moderate,No,N/A,Arranged,Mutual Consent,8636,93
744,32,35,12,0,160197,0,7723924,399305,81967,Graduate,Graduate,Self-Employed,Homemaker,Upper-Middle,Poor,Good,Yes,N/A,Love,Contested,62081,218
745,43,44,12,1,17476,0,59613,6772,9443,Postgraduate,Graduate,Employed,Unemployed,Low,Moderate,Good,Yes,Shared,Arranged,Mutual Consent,20478,171
746,61,60,22,0,91743,0,7997984,643239,40731,12th Pass,10th Pass,Employed,Homemaker,Upper-Middle,Good,Good,Yes,N/A,Arranged,Mutual Consent,39760,226
747,30,35,8,2,349542,0,31884841,2119067,124778,Graduate,10th Pass,Self-Employed,Unemployed,High,Good,Good,No,Wife,Love,Mutual Consent,94384,92
748,50,49,26,2,58575,0,458368,130613,21914,12th Pass,Graduate,Employed,Homemaker,Middle,Good,Moderate,Yes,Shared,Arranged,Contested,43238,301
749,58,60,27,2,111135,0,4306294,445504,36324,Postgraduate,12th Pass,Self-Employed,Homemaker,Upper-Middle,Good,Moderate,Yes,Wife,Arranged,Contested,53537,300
750,30,27,7,1,63635,0,1091915,19601,29487,Professional Degree,10th Pass,Self-Employed,Homemaker,Middle,Good,Good,Yes,Wife,Love,Mutual Consent,33190,132
751,61,60,19,2,175093,43875,1746527,471447,62476,Postgraduate,10th Pass,Employed,Employed,Upper-Middle,Good,Good,No,Husband,Arranged,Contested,56501,210
752,57,60,25,2,91682,0,2755826,370586,23813,Postgraduate,Postgraduate,Self-Employed,Homemaker,Upper-Middle,Poor,Moderate,Yes,Wife,Arranged,Contested,53941,340
753,46,47,6,4,20681,7411,97999,21636,5456,Graduate,10th Pass,Employed,Employed,Low,Good,Poor,No,Wife,Love,Mutual Consent,21614,65
754,45,50,21,0,38769,0,577298,63620,16842,12th Pass,12th Pass,Self-Employed,Homemaker,Middle,Good,Moderate,Yes,N/A,Love,Mutual Consent,22446,222
755,30,32,8,2,38259,0,2053482,576105,12897,Graduate,Graduate,Employed,Homemaker,Middle,Good,Good,Yes,Wife,Arranged,Mutual Consent,24499,135
756,30,34,8,3,29918,0,376964,32547,8992,Graduate,10th Pass,Employed,Homemaker,Low,Good,Good,Yes,Wife,Arranged,Mutual Consent,24674,140
757,28,32,3,2,421255,0,21627860,4300267,175119,12th Pass,10th Pass,Business,Homemaker,High,Moderate,Good,Yes,Shared,Arranged,Mutual Consent,126880,112
758,54,53,2,1,38192,0,1258829,311312,12738,Professional Degree,Graduate,Self-Employed,Unemployed,Middle,Moderate,Good,No,Husband,Arranged,Mutual Consent,17876,50
759,35,38,14,0,64966,35400,2897467,206820,17670,Graduate,Graduate,Employed,Employed,Middle,Good,Good,No,N/A,Arranged,Mutual Consent,10812,123
760,54,57,32,3,25568,0,254609,61221,7876,Postgraduate,Postgraduate,Self-Employed,Homemaker,Low,Moderate,Good,Yes,Shared,Court Marriage,Mutual Consent,33810,347
761,55,57,32,1,52287,31309,1901765,452016,25274,10th Pass,Postgraduate,Employed,Self-Employed,Middle,Poor,Poor,Yes,Shared,Court Marriage,Mutual Consent,26353,351
762,48,51,28,3,118661,70428,3241820,937751,59995,12th Pass,Graduate,Employed,Employed,Upper-Middle,Good,Good,No,Wife,Arranged,Contested,40018,255
763,33,31,7,3,75805,0,1768153,489501,38785,Graduate,12th Pass,Business,Homemaker,Middle,Good,Good,Yes,Shared,Arranged,Mutual Consent,41578,134
764,27,32,8,1,103784,0,3734959,435431,42598,12th Pass,Graduate,Employed,Unemployed,Upper-Middle,Good,Moderate,Yes,Wife,Love,Mutual Consent,40449,104
765,55,52,13,2,109340,0,7850940,1390897,58528,Professional Degree,Graduate,Employed,Unemployed,Upper-Middle,Good,Good,No,Shared,Love,Mutual Consent,42357,124
766,61,58,12,0,11364,0,98581,27364,3358,Graduate,12th Pass,Business,Homemaker,Low,Poor,Poor,Yes,N/A,Arranged,Mutual Consent,15398,188
767,60,59,8,1,32066,37417,2252982,2957,14542,Postgraduate,Graduate,Employed,Employed,Middle,Good,Good,Yes,Wife,Arranged,Contested,6884,121
768,48,47,15,2,23237,0,340935,64165,10718,Graduate,10th Pass,Employed,Homemaker,Low,Good,Good,Yes,Shared,Arranged,Contested,22534,207
769,55,52,26,2,24708,15604,238344,15399,6571,Graduate,12th Pass,Employed,Employed,Low,Poor,Good,Yes,Husband,Arranged,Contested,21114,303
770,30,33,12,1,17545,6933,251368,55710,5872,Postgraduate,Professional Degree,Employed,Self-Employed,Low,Good,Good,No,Shared,Love,Contested,10529,127
771,26,26,3,3,452046,0,34208858,8173895,241715,Below 10th,Graduate,Employed,Homemaker,High,Good,Poor,Yes,Shared,Arranged,Contested,142395,117
772,44,42,19,1,337232,136813,9944813,2127073,161098,Graduate,10th Pass,Self-Employed,Employed,High,Moderate,Moderate,No,Husband,Arranged,Mutual Consent,47435,188
773,52,53,27,2,19512,15850,60863,18187,5198,Postgraduate,Graduate,Self-Employed,Employed,Low,Moderate,Moderate,No,Husband,Arranged,Mutual Consent,18362,260
774,35,37,13,2,65364,22925,2936486,422199,26945,10th Pass,10th Pass,Business,Employed,Middle,Moderate,Good,No,Wife,Love,Contested,25596,153
775,28,33,4,1,11330,0,380640,64101,5037,12th Pass,Below 10th,Self-Employed,Homemaker,Low,Good,Good,Yes,Shared,Arranged,Contested,18351,119
776,39,39,17,4,92206,0,7931892,973225,49968,Professional Degree,Postgraduate,Employed,Homemaker,Upper-Middle,Moderate,Good,Yes,Husband,Arranged,Contested,44812,245
777,30,28,3,2,49705,0,1643080,480099,23109,Professional Degree,12th Pass,Employed,Homemaker,Middle,Moderate,Good,Yes,Wife,Arranged,Mutual Consent,32746,121
778,54,55,27,2,72098,0,2548090,705379,31838,Graduate,Postgraduate,Business,Homemaker,Middle,Poor,Moderate,Yes,Shared,Arranged,Mutual Consent,51391,349
779,26,25,1,2,54104,48697,2047118,605928,28272,Postgraduate,Postgraduate,Employed,Employed,Middle,Good,Good,No,Wife,Arranged,Contested,10924,47
780,39,37,7,0,166689,110540,5389755,1592496,74723,Graduate,Graduate,Business,Employed,Upper-Middle,Good,Good,Yes,N/A,Love,Mutual Consent,6762,58
781,35,32,1,1,65389,18911,350497,94156,34632,Graduate,10th Pass,Employed,Self-Employed,Middle,Good,Good,No,Shared,Arranged,Mutual Consent,16403,29
782,32,30,7,2,13733,0,428448,119649,5463,Postgraduate,12th Pass,Employed,Homemaker,Low,Good,Good,Yes,Shared,Arranged,Contested,17730,150
783,50,52,26,3,11665,0,221720,7974,5430,Graduate,12th Pass,Employed,Unemployed,Low,Good,Good,No,Shared,Arranged,Contested,18844,242
784,29,33,7,3,76517,0,2510782,130707,33631,10th Pass,Graduate,Employed,Homemaker,Middle,Good,Moderate,Yes,Husband,Arranged,Contested,35694,143
785,30,29,4,1,477534,222273,25014775,6642830,198538,Postgraduate,12th Pass,Business,Employed,High,Poor,Moderate,No,Wife,Arranged,Contested,53319,115
786,50,55,7,1,44423,32041,505575,110235,15424,12th Pass,12th Pass,Employed,Employed,Middle,Poor,Good,No,Wife,Arranged,Mutual Consent,15568,119
787,28,33,8,0,26520,19869,491929,129129,13820,Graduate,Graduate,Self-Employed,Employed,Low,Good,Good,No,N/A,Arranged,Mutual Consent,3913,53
788,43,41,16,0,217921,0,15148924,3499553,72134,Postgraduate,Below 10th,Employed,Homemaker,High,Good,Good,Yes,N/A,Love,Contested,70029,210
789,44,48,3,2,15786,7542,173669,7272,4701,Postgraduate,10th Pass,Self-Employed,Employed,Low,Good,Poor,No,Wife,Love,Contested,13209,60
790,57,58,10,2,19345,0,63979,17592,8968,Professional Degree,Postgraduate,Employed,Homemaker,Low,Moderate,Good,Yes,Wife,Arranged,Mutual Consent,24077,170
791,44,44,18,1,162017,118751,4083892,944884,67069,Professional Degree,Postgraduate,Self-Employed,Employed,Upper-Middle,Moderate,Moderate,No,Shared,Arranged,Contested,19173,208
792,36,37,7,2,117522,0,9670992,1656078,38648,Graduate,Professional Degree,Business,Homemaker,Upper-Middle,Moderate,Good,Yes,Shared,Love,Contested,54814,161
793,25,25,5,2,79920,29271,2371293,378715,40846,Graduate,10th Pass,Employed,Self-Employed,Middle,Poor,Good,No,Husband,Love,Mutual Consent,27235,118
794,50,54,21,1,118941,87349,6389782,1099934,39947,Below 10th,12th Pass,Business,Employed,Upper-Middle,Poor,Good,No,Wife,Arranged,Contested,14398,254
795,38,38,5,2,122057,61407,6015425,704557,32849,10th Pass,10th Pass,Employed,Self-Employed,Upper-Middle,Poor,Good,No,Shared,Court Marriage,Contested,23873,135
796,61,60,31,1,13730,8766,338117,81474,3495,Graduate,Graduate,Business,Employed,Low,Good,Good,Yes,Wife,Arranged,Contested,24097,297
797,35,33,7,2,62033,42549,537644,146618,32682,Postgraduate,Postgraduate,Employed,Employed,Middle,Poor,Good,Yes,Wife,Arranged,Mutual Consent,16523,149
798,60,60,27,3,37388,0,607129,46065,13857,Graduate,Graduate,Business,Unemployed,Middle,Moderate,Good,No,Shared,Love,Contested,33376,271
799,37,39,7,2,258862,218257,32038892,365697,81294,12th Pass,Graduate,Employed,Employed,High,Good,Good,No,Shared,Love,Mutual Consent,6819,76
800,27,28,9,3,201258,229293,17198603,1047020,84554,10th Pass,Postgraduate,Business,Employed,High,Moderate,Good,No,Shared,Arranged,Mutual Consent,1000,110
801,57,55,27,0,37617,0,1176319,267261,14910,Graduate,10th Pass,Unemployed,Homemaker,Middle,Good,Moderate,Yes,N/A,Arranged,Contested,21126,275
802,30,33,6,2,70850,0,2676044,697163,38964,Professional Degree,Graduate,Business,Homemaker,Middle,Good,Good,Yes,Shared,Arranged,Contested,38345,148
803,34,34,1,2,20919,10148,311604,32584,10805,10th Pass,Postgraduate,Employed,Employed,Low,Good,Good,No,Shared,Arranged,Contested,11789,53
804,29,33,4,2,13726,0,278950,12752,4547,Graduate,Graduate,Employed,Homemaker,Low,Moderate,Good,Yes,Shared,Love,Contested,16379,144
805,47,50,24,3,55511,0,1571058,404642,25496,10th Pass,Graduate,Self-Employed,Homemaker,Middle,Good,Poor,Yes,Shared,Arranged,Mutual Consent,31328,260
806,34,37,7,2,69224,22966,625106,40252,25346,12th Pass,Graduate,Self-Employed,Business,Middle,Moderate,Moderate,Yes,Shared,Arranged,Contested,22859,116
807,26,31,8,3,55394,0,2870882,208317,19904,Professional Degree,Postgraduate,Self-Employed,Unemployed,Middle,Poor,Moderate,No,Wife,Love,Contested,30380,155
808,37,34,3,1,58143,46054,1610052,44733,20939,10th Pass,12th Pass,Business,Self-Employed,Middle,Moderate,Moderate,No,Wife,Love,Contested,5312,82
809,26,28,2,1,126903,65178,8011507,2187920,56062,10th Pass,Postgraduate,Employed,Self-Employed,Upper-Middle,Poor,Good,No,Husband,Arranged,Contested,22388,102
810,44,46,3,2,129670,0,2208858,216505,53345,10th Pass,12th Pass,Self-Employed,Homemaker,Upper-Middle,Good,Good,Yes,Wife,Love,Contested,46350,114
811,25,27,3,2,91715,69069,4665409,240513,43703,Graduate,10th Pass,Self-Employed,Employed,Upper-Middle,Poor,Poor,No,Wife,Arranged,Mutual Consent,18963,112
812,61,60,3,4,19300,10825,349618,100023,5710,Below 10th,Below 10th,Employed,Employed,Low,Poor,Good,No,Shared,Love,Mutual Consent,24808,90
813,33,36,12,1,120583,0,4380617,440935,45535,Graduate,10th Pass,Employed,Homemaker,Upper-Middle,Good,Moderate,Yes,Shared,Arranged,Contested,47873,197
814,41,43,17,1,473323,0,21763822,4880444,240493,Professional Degree,Graduate,Self-Employed,Homemaker,High,Good,Poor,Yes,Wife,Love,Contested,164437,231
815,33,30,10,2,20432,0,345136,23855,5127,10th Pass,Graduate,Employed,Homemaker,Low,Good,Good,Yes,Shared,Arranged,Contested,23271,158
816,35,34,1,3,75267,0,930469,202886,32895,Professional Degree,Graduate,Business,Homemaker,Middle,Good,Good,Yes,Wife,Love,Contested,39691,95
817,39,37,17,3,208004,0,24984200,1740116,101031,10th Pass,Graduate,Business,Homemaker,High,Moderate,Good,Yes,Wife,Arranged,Contested,89342,243
818,48,50,21,1,38391,0,2969210,568075,14018,10th Pass,10th Pass,Employed,Homemaker,Middle,Good,Good,Yes,Wife,Arranged,Contested,30090,265
819,59,60,36,0,59658,23885,2306385,305039,30728,Graduate,Postgraduate,Business,Employed,Middle,Moderate,Poor,Yes,N/A,Arranged,Contested,27080,331
820,54,53,23,1,13371,19363,53544,12829,6293,12th Pass,10th Pass,Self-Employed,Employed,Low,Moderate,Good,Yes,Wife,Love,Contested,19809,257
821,55,59,12,1,68310,34640,485184,106294,29497,Below 10th,Postgraduate,Employed,Employed,Middle,Good,Good,No,Husband,Arranged,Mutual Consent,16408,113
822,29,33,9,4,39122,41428,1612266,452475,12108,Postgraduate,Graduate,Self-Employed,Employed,Middle,Moderate,Good,No,Wife,Love,Mutual Consent,15944,116
823,38,39,20,1,12932,10492,307316,34722,5832,Graduate,12th Pass,Business,Employed,Low,Moderate,Good,Yes,Wife,Love,Mutual Consent,14605,213
824,35,39,17,1,64804,0,2081864,471126,32410,Professional Degree,12th Pass,Unemployed,Homemaker,Middle,Moderate,Moderate,Yes,Shared,Arranged,Contested,33134,249
825,33,35,1,1,20304,11704,137893,40079,9522,12th Pass,Postgraduate,Self-Employed,Employed,Low,Good,Good,No,Wife,Arranged,Mutual Consent,8943,27
826,58,59,7,1,88757,78991,8693050,877065,37496,Graduate,Professional Degree,Self-Employed,Employed,Upper-Middle,Good,Good,No,Wife,Arranged,Mutual Consent,9656,89
827,36,41,16,3,448703,0,16025517,1394240,208365,12th Pass,12th Pass,Self-Employed,Homemaker,High,Good,Good,Yes,Wife,Arranged,Contested,133220,216
828,59,60,29,0,77812,0,1378103,317949,42257,10th Pass,Graduate,Self-Employed,Homemaker,Middle,Good,Moderate,Yes,N/A,Arranged,Contested,43325,313
829,59,60,13,1,75048,0,1558113,208251,19005,Professional Degree,Below 10th,Employed,Homemaker,Middle,Poor,Moderate,Yes,Wife,Love,Contested,41016,231
830,25,22,3,4,72875,0,1142998,136697,32733,Graduate,10th Pass,Employed,Homemaker,Middle,Moderate,Good,Yes,Wife,Love,Contested,44801,135
831,46,44,2,0,29086,0,113592,18593,14190,Postgraduate,Graduate,Employed,Homemaker,Low,Good,Poor,Yes,N/A,Arranged,Mutual Consent,14017,71
832,53,57,16,2,466277,0,28161436,7903766,205939,12th Pass,Below 10th,Self-Employed,Homemaker,High,Moderate,Good,Yes,Wife,Arranged,Mutual Consent,156518,225
833,32,37,14,1,28953,0,376972,9482,9610,Graduate,Postgraduate,Employed,Homemaker,Low,Poor,Good,Yes,Wife,Arranged,Contested,29013,243
834,35,35,6,2,26343,0,444048,62036,13087,Graduate,12th Pass,Self-Employed,Homemaker,Low,Good,Moderate,Yes,Shared,Arranged,Mutual Consent,21765,137
835,61,60,6,0,71796,0,2748974,90832,37620,Graduate,12th Pass,Employed,Homemaker,Middle,Good,Good,Yes,N/A,Arranged,Contested,31208,114
836,38,38,13,1,37721,0,551003,146057,17164,Graduate,12th Pass,Business,Homemaker,Middle,Poor,Good,Yes,Shared,Arranged,Contested,31582,253
837,54,59,7,2,48541,0,2563384,105125,19576,12th Pass,12th Pass,Self-Employed,Homemaker,Middle,Good,Poor,Yes,Shared,Arranged,Contested,32419,158
838,59,60,5,1,18555,8257,280786,7556,6677,12th Pass,10th Pass,Self-Employed,Employed,Low,Moderate,Good,No,Husband,Arranged,Mutual Consent,8580,90
839,45,43,24,2,84170,0,2075844,600181,29376,Graduate,Graduate,Self-Employed,Unemployed,Upper-Middle,Good,Moderate,Yes,Wife,Arranged,Contested,46509,246
840,61,60,7,1,37123,0,2852596,482096,17335,12th Pass,12th Pass,Business,Homemaker,Middle,Poor,Moderate,Yes,Shared,Arranged,Contested,29816,194
841,29,29,2,2,15309,0,465793,115408,6615,Graduate,12th Pass,Business,Homemaker,Low,Good,Poor,Yes,Wife,Arranged,Mutual Consent,21659,96
842,43,47,17,3,66112,47740,1386495,195602,19638,Below 10th,12th Pass,Business,Self-Employed,Middle,Poor,Good,No,Shared,Arranged,Contested,23606,233
843,38,41,13,0,18634,13737,248856,32523,5447,12th Pass,12th Pass,Employed,Employed,Low,Good,Good,No,N/A,Love,Mutual Consent,3800,108
844,50,53,30,1,31208,32121,1243249,340007,8467,Graduate,Postgraduate,Employed,Employed,Middle,Good,Moderate,No,Wife,Arranged,Contested,22028,270
845,28,32,9,3,48242,0,1090295,323775,21952,Postgraduate,Graduate,Employed,Homemaker,Middle,Good,Moderate,Yes,Shared,Love,Mutual Consent,32408,140
846,49,46,21,2,129294,0,1806021,335124,44517,Graduate,Graduate,Business,Homemaker,Upper-Middle,Good,Moderate,Yes,Wife,Love,Mutual Consent,60798,244
847,49,50,28,0,16636,19941,426794,117563,4260,12th Pass,Postgraduate,Self-Employed,Employed,Low,Poor,Good,No,N/A,Arranged,Mutual Consent,4913,283
848,42,40,21,2,12589,0,445453,115290,4422,Graduate,12th Pass,Self-Employed,Unemployed,Low,Poor,Good,Yes,Shared,Arranged,Mutual Consent,23730,249
849,32,30,12,1,20031,14536,237525,38764,10008,Below 10th,Graduate,Employed,Employed,Low,Good,Good,No,Wife,Arranged,Contested,10929,144
850,38,35,16,1,19695,19701,199092,56209,6387,Graduate,10th Pass,Employed,Self-Employed,Low,Good,Moderate,No,Husband,Arranged,Contested,7093,165
851,56,57,20,4,25527,0,93788,5910,11233,10th Pass,Graduate,Self-Employed,Homemaker,Low,Good,Moderate,Yes,Shared,Arranged,Mutual Consent,32633,232
852,57,55,34,2,41502,0,2424928,643705,15849,12th Pass,10th Pass,Employed,Unemployed,Middle,Good,Good,No,Husband,Arranged,Mutual Consent,24353,291
853,47,47,5,2,23402,0,254589,23627,9704,Graduate,Graduate,Employed,Homemaker,Low,Moderate,Good,Yes,Wife,Love,Contested,24321,136
854,39,38,18,1,73731,15637,908786,8319,31610,10th Pass,Graduate,Employed,Employed,Middle,Poor,Moderate,No,Wife,Arranged,Mutual Consent,29431,223
855,57,56,11,0,40354,0,340850,80483,15594,Postgraduate,Below 10th,Business,Homemaker,Middle,Moderate,Good,Yes,N/A,Court Marriage,Contested,23177,162
856,49,47,22,3,28731,0,176048,49118,7681,12th Pass,Graduate,Self-Employed,Homemaker,Low,Good,Good,Yes,Wife,Arranged,Contested,34902,268
857,41,43,17,0,50023,26138,670545,43608,21025,12th Pass,Graduate,Employed,Self-Employed,Middle,Moderate,Moderate,No,N/A,Love,Mutual Consent,12814,152
858,57,55,22,1,18215,0,429208,68770,6726,12th Pass,10th Pass,Employed,Homemaker,Low,Poor,Good,Yes,Wife,Arranged,Mutual Consent,29628,283
859,26,30,5,1,53860,0,1221262,274544,16694,Graduate,Professional Degree,Self-Employed,Homemaker,Middle,Moderate,Good,Yes,Wife,Love,Mutual Consent,32130,136
860,38,42,20,2,63328,44839,1467161,145963,32864,Postgraduate,10th Pass,Unemployed,Employed,Middle,Good,Poor,Yes,Wife,Love,Contested,21830,206
861,30,31,12,1,13701,0,369004,16264,6450,12th Pass,12th Pass,Business,Homemaker,Low,Good,Good,Yes,Wife,Arranged,Mutual Consent,19938,179
862,30,33,6,1,60979,22638,2296281,270212,20441,Graduate,Graduate,Employed,Self-Employed,Middle,Moderate,Moderate,No,Shared,Arranged,Contested,16475,123
863,27,27,6,3,19463,0,446798,61198,8012,Graduate,10th Pass,Employed,Homemaker,Low,Poor,Moderate,Yes,Shared,Love,Mutual Consent,24158,174
864,31,28,6,2,147307,0,5913175,1316664,79388,12th Pass,Postgraduate,Self-Employed,Homemaker,Upper-Middle,Poor,Good,Yes,Wife,Arranged,Contested,69964,181
865,32,30,2,0,201998,106430,47143618,2810002,65374,Postgraduate,Graduate,Employed,Self-Employed,High,Moderate,Moderate,Yes,N/A,Love,Contested,23341,69
866,39,39,14,2,15630,0,458245,112056,8349,Graduate,Graduate,Employed,Homemaker,Low,Good,Good,Yes,Husband,Arranged,Mutual Consent,25610,196
867,53,50,16,1,64677,0,1644401,247735,29428,Postgraduate,10th Pass,Self-Employed,Unemployed,Middle,Good,Good,Yes,Wife,Love,Mutual Consent,34550,165
868,57,60,23,1,12556,0,207706,56323,5176,10th Pass,Postgraduate,Employed,Homemaker,Low,Moderate,Good,Yes,Shared,Love,Mutual Consent,26040,276
869,54,59,20,2,29338,7127,452985,76887,15988,Postgraduate,Graduate,Employed,Self-Employed,Low,Moderate,Good,Yes,Shared,Arranged,Contested,28326,237
870,51,51,13,1,17387,0,55586,7451,6087,12th Pass,Graduate,Business,Homemaker,Low,Poor,Moderate,Yes,Shared,Arranged,Contested,26114,237
871,60,59,41,1,141375,0,8366400,719829,47144,10th Pass,Below 10th,Self-Employed,Homemaker,Upper-Middle,Moderate,Good,Yes,Shared,Love,Contested,70060,360
872,53,51,32,2,40719,19114,2268102,72290,14328,Graduate,Graduate,Self-Employed,Employed,Middle,Poor,Good,No,Shared,Arranged,Contested,19232,352
873,57,58,26,4,393854,140276,39878594,4446901,187182,12th Pass,Graduate,Business,Self-Employed,High,Good,Good,No,Shared,Arranged,Contested,90337,247
